Year,District,Fertilizer CONSUMPTION (tons)
1988,Shivpuri,6037
1989,Shivpuri,3224
1990,Shivpuri,7392
1991,Shivpuri,7947
1992,Shivpuri,8475
1993,Shivpuri,8465
1994,Shivpuri,9390
1995,Shivpuri,9390
1996,Shivpuri,9390
1997,Shivpuri,13397
1998,Shivpuri,12706
1999,Shivpuri,14575
2000,Shivpuri,13542
2001,Shivpuri,14373
2002,Shivpuri,8510
2003,Shivpuri,18666
2004,Shivpuri,18291
2005,Shivpuri,18373
2006,Shivpuri,18167
2007,Shivpuri,19406
2008,Shivpuri,28923
2009,Shivpuri,30748
2010,Shivpuri,33153
2011,Shivpuri,34353
2012,Shivpuri,35876
2013,Shivpuri,35774
2014,Shivpuri,34409
2015,Shivpuri,32817
2016,Shivpuri,30496
2017,Shivpuri,33029
1966,Guna,39
1967,Guna,77
1968,Guna,237
1969,Guna,265
1970,Guna,411
1971,Guna,673
1972,Guna,833
1973,Guna,986
1974,Guna,784
1975,Guna,660
1976,Guna,788
1977,Guna,844
1978,Guna,912
1979,Guna,511
1980,Guna,816
1981,Guna,1159
1982,Guna,1398
1983,Guna,1966
1984,Guna,1822
1985,Guna,2560
1986,Guna,3319
1987,Guna,4734
1988,Guna,7912
1989,Guna,6295
1990,Guna,7520
1991,Guna,9258
1992,Guna,8854
1993,Guna,9605
1994,Guna,8564
1995,Guna,8564
1996,Guna,8564
1997,Guna,18114
1998,Guna,16981
1999,Guna,16203
2000,Guna,19506
2001,Guna,22359
2002,Guna,13984
2003,Guna,25000
2004,Guna,24012
2005,Guna,20617
2006,Guna,25872
2007,Guna,24226
2008,Guna,29642
2009,Guna,29106
2010,Guna,38332
2011,Guna,34788
2012,Guna,39895
2013,Guna,46092
2014,Guna,46162
2015,Guna,50174
2016,Guna,47207
2017,Guna,52496
1966,Datia,40
1967,Datia,32
1968,Datia,64
1969,Datia,169
1970,Datia,279
1971,Datia,349
1972,Datia,647
1973,Datia,571
1974,Datia,757
1975,Datia,983
1976,Datia,942
1977,Datia,1867
1978,Datia,2297
1979,Datia,1259
1980,Datia,2044
1981,Datia,1218
1982,Datia,1637
1983,Datia,1756
1984,Datia,1665
1985,Datia,2142
1986,Datia,2409
1987,Datia,2693
1988,Datia,3815
1989,Datia,4018
1990,Datia,5864
1991,Datia,4883
1992,Datia,4903
1993,Datia,6179
1994,Datia,4472
1995,Datia,4472
1996,Datia,4472
1997,Datia,8151
1998,Datia,9095
1999,Datia,9003
2000,Datia,9145
2001,Datia,9296
2002,Datia,8694
2003,Datia,11243
2004,Datia,11237
2005,Datia,10653
2006,Datia,13099
2007,Datia,16600
2008,Datia,21111
2009,Datia,21464
2010,Datia,23142
2011,Datia,23996
2012,Datia,24985
2013,Datia,18084
2014,Datia,22400
2015,Datia,27662
2016,Datia,19538
2017,Datia,29312
1966,Morena,462
1967,Morena,810
1968,Morena,352
1969,Morena,1424
1970,Morena,2354
1971,Morena,4047
1972,Morena,5733
1973,Morena,7317
1974,Morena,5466
1975,Morena,6937
1976,Morena,7907
1977,Morena,10007
1978,Morena,10515
1979,Morena,8821
1980,Morena,7323
1981,Morena,12459
1982,Morena,15542
1983,Morena,8265
1984,Morena,21662
1985,Morena,24473
1986,Morena,29829
1987,Morena,31393
1988,Morena,35191
1989,Morena,29805
1990,Morena,35942
1991,Morena,34358
1992,Morena,33706
1993,Morena,39770
1994,Morena,29285
1995,Morena,29285
1996,Morena,29285
1997,Morena,49524
1998,Morena,40278
1999,Morena,36354
2000,Morena,30904
2001,Morena,28895
2002,Morena,18447
2003,Morena,43241
2004,Morena,45974
2005,Morena,41962
2006,Morena,42561
2007,Morena,52498
2008,Morena,61303
2009,Morena,62005
2010,Morena,60946
2011,Morena,62907
2012,Morena,62215
2013,Morena,63730
2014,Morena,61894
2015,Morena,64510
2016,Morena,65564
2017,Morena,69109
1966,Bhind,196
1967,Bhind,280
1968,Bhind,378
1969,Bhind,681
1970,Bhind,861
1971,Bhind,2325
1972,Bhind,3921
1973,Bhind,3980
1974,Bhind,4191
1975,Bhind,5017
1976,Bhind,6658
1977,Bhind,6410
1978,Bhind,6699
1979,Bhind,3964
1980,Bhind,5815
1981,Bhind,5847
1982,Bhind,6824
1983,Bhind,8813
1984,Bhind,9894
1985,Bhind,11724
1986,Bhind,13069
1987,Bhind,12645
1988,Bhind,19262
1989,Bhind,19003
1990,Bhind,15636
1991,Bhind,15373
1992,Bhind,19318
1993,Bhind,18692
1994,Bhind,18518
1995,Bhind,18518
1996,Bhind,18518
1997,Bhind,25975
1998,Bhind,27135
1999,Bhind,23545
2000,Bhind,19191
2001,Bhind,19399
2002,Bhind,16288
2003,Bhind,26009
2004,Bhind,26408
2005,Bhind,24323
2006,Bhind,24277
2007,Bhind,27028
2008,Bhind,33920
2009,Bhind,34018
2010,Bhind,33279
2011,Bhind,31037
2012,Bhind,34448
2013,Bhind,34362
2014,Bhind,32661
2015,Bhind,36734
2016,Bhind,39068
2017,Bhind,42739
1966,Indore,283
1967,Indore,462
1968,Indore,706
1969,Indore,1719
1970,Indore,3118
1971,Indore,4637
1972,Indore,4808
1973,Indore,6336
1974,Indore,4066
1975,Indore,3623
1976,Indore,3150
1977,Indore,6117
1978,Indore,7150
1979,Indore,7671
1980,Indore,7700
1981,Indore,9299
1982,Indore,8116
1983,Indore,11191
1984,Indore,14389
1985,Indore,12113
1986,Indore,16345
1987,Indore,15590
1988,Indore,22440
1989,Indore,29051
1990,Indore,35949
1991,Indore,35801
1992,Indore,21188
1993,Indore,30117
1994,Indore,27337
1995,Indore,27337
1996,Indore,27337
1997,Indore,44778
1998,Indore,44953
1999,Indore,41677
2000,Indore,18240
2001,Indore,20624
2002,Indore,26058
2003,Indore,40991
2004,Indore,46454
2005,Indore,33586
2006,Indore,61954
2007,Indore,77862
2008,Indore,70122
2009,Indore,94885
2010,Indore,101646
2011,Indore,83534
2012,Indore,70267
2013,Indore,71147
2014,Indore,65541
2015,Indore,74126
2016,Indore,71674
2017,Indore,65687
1966,Ratlam,365
1967,Ratlam,548
1968,Ratlam,565
1969,Ratlam,1176
1970,Ratlam,2414
1971,Ratlam,4738
1972,Ratlam,5116
1973,Ratlam,5470
1974,Ratlam,2714
1975,Ratlam,2788
1976,Ratlam,3964
1977,Ratlam,5398
1978,Ratlam,7891
1979,Ratlam,6788
1980,Ratlam,13629
1981,Ratlam,9528
1982,Ratlam,9840
1983,Ratlam,14265
1984,Ratlam,14878
1985,Ratlam,11147
1986,Ratlam,13094
1987,Ratlam,12305
1988,Ratlam,17254
1989,Ratlam,19747
1990,Ratlam,26333
1991,Ratlam,25974
1992,Ratlam,22622
1993,Ratlam,25974
1994,Ratlam,33544
1995,Ratlam,33544
1996,Ratlam,33544
1997,Ratlam,39263
1998,Ratlam,40614
1999,Ratlam,45844
2000,Ratlam,21707
2001,Ratlam,20547
2002,Ratlam,16281
2003,Ratlam,24936
2004,Ratlam,36364
2005,Ratlam,26118
2006,Ratlam,42455
2007,Ratlam,52311
2008,Ratlam,42896
2009,Ratlam,56626
2010,Ratlam,62681
2011,Ratlam,74803
2012,Ratlam,64163
2013,Ratlam,63694
2014,Ratlam,54698
2015,Ratlam,60902
2016,Ratlam,56334
2017,Ratlam,57301
1966,Ujjain,185
1967,Ujjain,275
1968,Ujjain,290
1969,Ujjain,1200
1970,Ujjain,2618
1971,Ujjain,4377
1972,Ujjain,4629
1973,Ujjain,5435
1974,Ujjain,2368
1975,Ujjain,3296
1976,Ujjain,4394
1977,Ujjain,5890
1978,Ujjain,8580
1979,Ujjain,6958
1980,Ujjain,8349
1981,Ujjain,11617
1982,Ujjain,11664
1983,Ujjain,14257
1984,Ujjain,16493
1985,Ujjain,16457
1986,Ujjain,22231
1987,Ujjain,21656
1988,Ujjain,39754
1989,Ujjain,29561
1990,Ujjain,31975
1991,Ujjain,32197
1992,Ujjain,30588
1993,Ujjain,31657
1994,Ujjain,37740
1995,Ujjain,37740
1996,Ujjain,37740
1997,Ujjain,44909
1998,Ujjain,49798
1999,Ujjain,43895
2000,Ujjain,21118
2001,Ujjain,23171
2002,Ujjain,23463
2003,Ujjain,38271
2004,Ujjain,49107
2005,Ujjain,30438
2006,Ujjain,52500
2007,Ujjain,61939
2008,Ujjain,46291
2009,Ujjain,61877
2010,Ujjain,77501
2011,Ujjain,81452
2012,Ujjain,64739
2013,Ujjain,89930
2014,Ujjain,64653
2015,Ujjain,92747
2016,Ujjain,80496
2017,Ujjain,78555
1966,Mandsaur,1579
1967,Mandsaur,1815
1968,Mandsaur,2348
1969,Mandsaur,3365
1970,Mandsaur,5931
1971,Mandsaur,7460
1972,Mandsaur,6334
1973,Mandsaur,11259
1974,Mandsaur,5454
1975,Mandsaur,7858
1976,Mandsaur,10334
1977,Mandsaur,7871
1978,Mandsaur,14248
1979,Mandsaur,10763
1980,Mandsaur,13852
1981,Mandsaur,14324
1982,Mandsaur,13895
1983,Mandsaur,16803
1984,Mandsaur,15706
1985,Mandsaur,21153
1986,Mandsaur,27880
1987,Mandsaur,27183
1988,Mandsaur,37855
1989,Mandsaur,48623
1990,Mandsaur,48025
1991,Mandsaur,38878
1992,Mandsaur,40083
1993,Mandsaur,37572
1994,Mandsaur,49062
1995,Mandsaur,49062
1996,Mandsaur,49062
1997,Mandsaur,60503
1998,Mandsaur,53448
1999,Mandsaur,55112
2000,Mandsaur,39214
2001,Mandsaur,40847
2002,Mandsaur,30030
2003,Mandsaur,42353
2004,Mandsaur,59599
2005,Mandsaur,44371
2006,Mandsaur,55132
2007,Mandsaur,59220
2008,Mandsaur,60592
2009,Mandsaur,65998
2010,Mandsaur,77980
2011,Mandsaur,89244
2012,Mandsaur,78016
2013,Mandsaur,87438
2014,Mandsaur,75130
2015,Mandsaur,77683
2016,Mandsaur,77534
2017,Mandsaur,70005
1966,Dewas,123
1967,Dewas,212
1968,Dewas,221
1969,Dewas,414
1970,Dewas,1134
1971,Dewas,1866
1972,Dewas,1842
1973,Dewas,2308
1974,Dewas,1349
1975,Dewas,2026
1976,Dewas,2822
1977,Dewas,3492
1978,Dewas,4854
1979,Dewas,5183
1980,Dewas,8005
1981,Dewas,9175
1982,Dewas,8359
1983,Dewas,10456
1984,Dewas,10488
1985,Dewas,10013
1986,Dewas,12687
1987,Dewas,9358
1988,Dewas,14163
1989,Dewas,15319
1990,Dewas,21318
1991,Dewas,24310
1992,Dewas,20437
1993,Dewas,24842
1994,Dewas,23773
1995,Dewas,23773
1996,Dewas,23773
1997,Dewas,35859
1998,Dewas,31776
1999,Dewas,32601
2000,Dewas,19147
2001,Dewas,23665
2002,Dewas,20516
2003,Dewas,30396
2004,Dewas,35580
2005,Dewas,28295
2006,Dewas,43507
2007,Dewas,47453
2008,Dewas,46591
2009,Dewas,62058
2010,Dewas,75800
2011,Dewas,72526
2012,Dewas,68052
2013,Dewas,57993
2014,Dewas,53738
2015,Dewas,63666
2016,Dewas,57195
2017,Dewas,46807
1966,Dhar,510
1967,Dhar,372
1968,Dhar,591
1969,Dhar,902
1970,Dhar,1803
1971,Dhar,2499
1972,Dhar,2772
1973,Dhar,3871
1974,Dhar,2706
1975,Dhar,3301
1976,Dhar,4687
1977,Dhar,6144
1978,Dhar,7555
1979,Dhar,8771
1980,Dhar,7745
1981,Dhar,11289
1982,Dhar,10882
1983,Dhar,14617
1984,Dhar,15377
1985,Dhar,16225
1986,Dhar,17369
1987,Dhar,15472
1988,Dhar,22827
1989,Dhar,31853
1990,Dhar,40759
1991,Dhar,45511
1992,Dhar,30783
1993,Dhar,30812
1994,Dhar,36770
1995,Dhar,36770
1996,Dhar,36770
1997,Dhar,59544
1998,Dhar,60946
1999,Dhar,47089
2000,Dhar,31111
2001,Dhar,33726
2002,Dhar,35347
2003,Dhar,57048
2004,Dhar,63867
2005,Dhar,52216
2006,Dhar,75163
2007,Dhar,83019
2008,Dhar,78934
2009,Dhar,90926
2010,Dhar,105989
2011,Dhar,98527
2012,Dhar,83689
2013,Dhar,100573
2014,Dhar,93750
2015,Dhar,106070
2016,Dhar,111829
2017,Dhar,105888
1966,Jhabua,262
1967,Jhabua,155
1968,Jhabua,263
1969,Jhabua,104
1970,Jhabua,109
1971,Jhabua,317
1972,Jhabua,356
1973,Jhabua,666
1974,Jhabua,293
1975,Jhabua,437
1976,Jhabua,684
1977,Jhabua,1044
1978,Jhabua,1488
1979,Jhabua,1325
1980,Jhabua,1062
1981,Jhabua,1617
1982,Jhabua,1451
1983,Jhabua,2861
1984,Jhabua,2903
1985,Jhabua,2177
1986,Jhabua,2858
1987,Jhabua,2708
1988,Jhabua,4347
1989,Jhabua,6472
1990,Jhabua,7886
1991,Jhabua,9430
1992,Jhabua,8727
1993,Jhabua,9224
1994,Jhabua,13364
1995,Jhabua,13364
1996,Jhabua,13364
1997,Jhabua,17052
1998,Jhabua,17648
1999,Jhabua,12455
2000,Jhabua,10924
2001,Jhabua,11800
2002,Jhabua,13058
2003,Jhabua,18437
2004,Jhabua,21252
2005,Jhabua,19691
2006,Jhabua,28401
2007,Jhabua,29335
2008,Jhabua,27078
2009,Jhabua,29551
2010,Jhabua,31972
2011,Jhabua,29972
2012,Jhabua,32643
2013,Jhabua,35032
2014,Jhabua,44576
2015,Jhabua,37428
2016,Jhabua,42339
2017,Jhabua,40598
1966,Khargone / West Nimar,1665
1967,Khargone / West Nimar,1141
1968,Khargone / West Nimar,965
1969,Khargone / West Nimar,2363
1970,Khargone / West Nimar,3702
1971,Khargone / West Nimar,4900
1972,Khargone / West Nimar,5635
1973,Khargone / West Nimar,6670
1974,Khargone / West Nimar,5465
1975,Khargone / West Nimar,6308
1976,Khargone / West Nimar,7832
1977,Khargone / West Nimar,10052
1978,Khargone / West Nimar,11168
1979,Khargone / West Nimar,12611
1980,Khargone / West Nimar,9626
1981,Khargone / West Nimar,12739
1982,Khargone / West Nimar,12139
1983,Khargone / West Nimar,16109
1984,Khargone / West Nimar,19588
1985,Khargone / West Nimar,20638
1986,Khargone / West Nimar,27115
1987,Khargone / West Nimar,21446
1988,Khargone / West Nimar,32041
1989,Khargone / West Nimar,45461
1990,Khargone / West Nimar,33150
1991,Khargone / West Nimar,50135
1992,Khargone / West Nimar,42681
1993,Khargone / West Nimar,38479
1994,Khargone / West Nimar,51046
1995,Khargone / West Nimar,51046
1996,Khargone / West Nimar,51046
1997,Khargone / West Nimar,78037
1998,Khargone / West Nimar,78998
1999,Khargone / West Nimar,61540
2000,Khargone / West Nimar,44773
2001,Khargone / West Nimar,42147
2002,Khargone / West Nimar,41780
2003,Khargone / West Nimar,63328
2004,Khargone / West Nimar,68093
2005,Khargone / West Nimar,63499
2006,Khargone / West Nimar,90160
2007,Khargone / West Nimar,104909
2008,Khargone / West Nimar,101717
2009,Khargone / West Nimar,130088
2010,Khargone / West Nimar,143976
2011,Khargone / West Nimar,135829
2012,Khargone / West Nimar,130614
2013,Khargone / West Nimar,140565
2014,Khargone / West Nimar,130526
2015,Khargone / West Nimar,134686
2016,Khargone / West Nimar,127299
2017,Khargone / West Nimar,142640
1966,Khandwa / East Nimar,1841
1967,Khandwa / East Nimar,904
1968,Khandwa / East Nimar,1131
1969,Khandwa / East Nimar,2083
1970,Khandwa / East Nimar,3548
1971,Khandwa / East Nimar,5525
1972,Khandwa / East Nimar,8108
1973,Khandwa / East Nimar,5062
1974,Khandwa / East Nimar,4124
1975,Khandwa / East Nimar,4136
1976,Khandwa / East Nimar,4272
1977,Khandwa / East Nimar,5475
1978,Khandwa / East Nimar,5571
1979,Khandwa / East Nimar,5266
1980,Khandwa / East Nimar,4653
1981,Khandwa / East Nimar,7284
1982,Khandwa / East Nimar,7373
1983,Khandwa / East Nimar,7711
1984,Khandwa / East Nimar,9760
1985,Khandwa / East Nimar,10343
1986,Khandwa / East Nimar,14187
1987,Khandwa / East Nimar,15270
1988,Khandwa / East Nimar,18150
1989,Khandwa / East Nimar,25711
1990,Khandwa / East Nimar,29243
1991,Khandwa / East Nimar,39847
1992,Khandwa / East Nimar,28993
1993,Khandwa / East Nimar,24083
1994,Khandwa / East Nimar,34427
1995,Khandwa / East Nimar,34427
1996,Khandwa / East Nimar,34427
1997,Khandwa / East Nimar,45389
1998,Khandwa / East Nimar,48065
1999,Khandwa / East Nimar,35336
2000,Khandwa / East Nimar,23936
2001,Khandwa / East Nimar,25371
2002,Khandwa / East Nimar,25013
2003,Khandwa / East Nimar,34590
2004,Khandwa / East Nimar,38041
2005,Khandwa / East Nimar,43241
2006,Khandwa / East Nimar,54515
2007,Khandwa / East Nimar,60979
2008,Khandwa / East Nimar,68883
2009,Khandwa / East Nimar,84968
2010,Khandwa / East Nimar,91721
2011,Khandwa / East Nimar,85116
2012,Khandwa / East Nimar,85897
2013,Khandwa / East Nimar,77989
2014,Khandwa / East Nimar,81065
2015,Khandwa / East Nimar,85007
2016,Khandwa / East Nimar,83844
2017,Khandwa / East Nimar,88477
1966,Sehore,331
1967,Sehore,550
1968,Sehore,725
1969,Sehore,1014
1970,Sehore,2012
1971,Sehore,3415
1972,Sehore,4148
1973,Sehore,5909
1974,Sehore,3950
1975,Sehore,2656
1976,Sehore,2593
1977,Sehore,3528
1978,Sehore,3945
1979,Sehore,3313
1980,Sehore,4172
1981,Sehore,5498
1982,Sehore,5671
1983,Sehore,9304
1984,Sehore,9781
1985,Sehore,11884
1986,Sehore,13047
1987,Sehore,15679
1988,Sehore,20762
1989,Sehore,22162
1990,Sehore,27540
1991,Sehore,24909
1992,Sehore,19506
1993,Sehore,23859
1994,Sehore,24968
1995,Sehore,24968
1996,Sehore,24968
1997,Sehore,46047
1998,Sehore,47527
1999,Sehore,47148
2000,Sehore,29665
2001,Sehore,35679
2002,Sehore,27967
2003,Sehore,41028
2004,Sehore,43725
2005,Sehore,40582
2006,Sehore,50355
2007,Sehore,58140
2008,Sehore,54922
2009,Sehore,78906
2010,Sehore,95757
2011,Sehore,101171
2012,Sehore,100085
2013,Sehore,103584
2014,Sehore,102731
2015,Sehore,105123
2016,Sehore,103972
2017,Sehore,99507
1966,Raisen,57
1967,Raisen,112
1968,Raisen,207
1969,Raisen,293
1970,Raisen,543
1971,Raisen,1230
1972,Raisen,1755
1973,Raisen,1775
1974,Raisen,1613
1975,Raisen,1660
1976,Raisen,2406
1977,Raisen,2681
1978,Raisen,3283
1979,Raisen,1308
1980,Raisen,4825
1981,Raisen,6163
1982,Raisen,5519
1983,Raisen,5117
1984,Raisen,5774
1985,Raisen,9844
1986,Raisen,10339
1987,Raisen,11128
1988,Raisen,14401
1989,Raisen,17150
1990,Raisen,16784
1991,Raisen,18205
1992,Raisen,11489
1993,Raisen,11930
1994,Raisen,8526
1995,Raisen,8526
1996,Raisen,8526
1997,Raisen,20721
1998,Raisen,19284
1999,Raisen,20196
2000,Raisen,20259
2001,Raisen,26456
2002,Raisen,27509
2003,Raisen,28415
2004,Raisen,25290
2005,Raisen,25331
2006,Raisen,29764
2007,Raisen,32690
2008,Raisen,38851
2009,Raisen,41649
2010,Raisen,48720
2011,Raisen,51973
2012,Raisen,55598
2013,Raisen,59277
2014,Raisen,63223
2015,Raisen,59738
2016,Raisen,54383
2017,Raisen,65599
1966,Vidisha,43
1967,Vidisha,40
1968,Vidisha,20
1969,Vidisha,84
1970,Vidisha,186
1971,Vidisha,434
1972,Vidisha,730
1973,Vidisha,886
1974,Vidisha,951
1975,Vidisha,988
1976,Vidisha,1001
1977,Vidisha,1545
1978,Vidisha,1950
1979,Vidisha,1700
1980,Vidisha,2237
1981,Vidisha,3891
1982,Vidisha,2516
1983,Vidisha,3383
1984,Vidisha,6864
1985,Vidisha,8121
1986,Vidisha,7683
1987,Vidisha,8260
1988,Vidisha,10962
1989,Vidisha,12305
1990,Vidisha,14463
1991,Vidisha,14659
1992,Vidisha,10322
1993,Vidisha,13397
1994,Vidisha,10911
1995,Vidisha,10911
1996,Vidisha,10911
1997,Vidisha,26239
1998,Vidisha,25318
1999,Vidisha,28013
2000,Vidisha,25294
2001,Vidisha,26247
2002,Vidisha,21579
2003,Vidisha,30339
2004,Vidisha,26200
2005,Vidisha,20412
2006,Vidisha,25090
2007,Vidisha,22010
2008,Vidisha,26516
2009,Vidisha,36206
2010,Vidisha,38274
2011,Vidisha,35955
2012,Vidisha,41875
2013,Vidisha,43204
2014,Vidisha,39203
2015,Vidisha,46608
2016,Vidisha,49400
2017,Vidisha,45229
1966,Betul,333
1967,Betul,365
1968,Betul,328
1969,Betul,677
1970,Betul,746
1971,Betul,1664
1972,Betul,1651
1973,Betul,2077
1974,Betul,1904
1975,Betul,1801
1976,Betul,2603
1977,Betul,2621
1978,Betul,1839
1979,Betul,2486
1980,Betul,2428
1981,Betul,3408
1982,Betul,3595
1983,Betul,4348
1984,Betul,5311
1985,Betul,6216
1986,Betul,7020
1987,Betul,7042
1988,Betul,10753
1989,Betul,12045
1990,Betul,11948
1991,Betul,12031
1992,Betul,10209
1993,Betul,9926
1994,Betul,11063
1995,Betul,11063
1996,Betul,11063
1997,Betul,15134
1998,Betul,14493
1999,Betul,13574
2000,Betul,8889
2001,Betul,14638
2002,Betul,15612
2003,Betul,18805
2004,Betul,17121
2005,Betul,19647
2006,Betul,23267
2007,Betul,25927
2008,Betul,23275
2009,Betul,35424
2010,Betul,37172
2011,Betul,36946
2012,Betul,38211
2013,Betul,37119
2014,Betul,42152
2015,Betul,36137
2016,Betul,44469
2017,Betul,44836
1966,Rajgarh,164
1967,Rajgarh,90
1968,Rajgarh,99
1969,Rajgarh,268
1970,Rajgarh,718
1971,Rajgarh,1135
1972,Rajgarh,1024
1973,Rajgarh,1057
1974,Rajgarh,903
1975,Rajgarh,847
1976,Rajgarh,1077
1977,Rajgarh,1011
1978,Rajgarh,1214
1979,Rajgarh,918
1980,Rajgarh,1377
1981,Rajgarh,1392
1982,Rajgarh,1842
1983,Rajgarh,2916
1984,Rajgarh,3091
1985,Rajgarh,4573
1986,Rajgarh,7103
1987,Rajgarh,9474
1988,Rajgarh,11970
1989,Rajgarh,10511
1990,Rajgarh,13156
1991,Rajgarh,16279
1992,Rajgarh,13139
1993,Rajgarh,11221
1994,Rajgarh,14772
1995,Rajgarh,14772
1996,Rajgarh,14772
1997,Rajgarh,26042
1998,Rajgarh,26130
1999,Rajgarh,28843
2000,Rajgarh,17111
2001,Rajgarh,20002
2002,Rajgarh,13448
2003,Rajgarh,22354
2004,Rajgarh,26117
2005,Rajgarh,22738
2006,Rajgarh,34159
2007,Rajgarh,32708
2008,Rajgarh,33550
2009,Rajgarh,43027
2010,Rajgarh,50044
2011,Rajgarh,59639
2012,Rajgarh,53752
2013,Rajgarh,59005
2014,Rajgarh,49742
2015,Rajgarh,58760
2016,Rajgarh,64136
2017,Rajgarh,57910
1966,Shajapur,179
1967,Shajapur,198
1968,Shajapur,350
1969,Shajapur,593
1970,Shajapur,1631
1971,Shajapur,2575
1972,Shajapur,2033
1973,Shajapur,1909
1974,Shajapur,1215
1975,Shajapur,1758
1976,Shajapur,2333
1977,Shajapur,2277
1978,Shajapur,2600
1979,Shajapur,2478
1980,Shajapur,3167
1981,Shajapur,4229
1982,Shajapur,5236
1983,Shajapur,5892
1984,Shajapur,6920
1985,Shajapur,8945
1986,Shajapur,10299
1987,Shajapur,7724
1988,Shajapur,18454
1989,Shajapur,19577
1990,Shajapur,22892
1991,Shajapur,23296
1992,Shajapur,18730
1993,Shajapur,24326
1994,Shajapur,25022
1995,Shajapur,25022
1996,Shajapur,25022
1997,Shajapur,34945
1998,Shajapur,35244
1999,Shajapur,34257
2000,Shajapur,17821
2001,Shajapur,21672
2002,Shajapur,13903
2003,Shajapur,25855
2004,Shajapur,31419
2005,Shajapur,21783
2006,Shajapur,35521
2007,Shajapur,37315
2008,Shajapur,31691
2009,Shajapur,42158
2010,Shajapur,54429
2011,Shajapur,58932
2012,Shajapur,65697
2013,Shajapur,68050
2014,Shajapur,56549
2015,Shajapur,68457
2016,Shajapur,63214
2017,Shajapur,52083
1966,Hoshangabad,216
1967,Hoshangabad,270
1968,Hoshangabad,158
1969,Hoshangabad,528
1970,Hoshangabad,929
1971,Hoshangabad,1493
1972,Hoshangabad,1677
1973,Hoshangabad,2543
1974,Hoshangabad,2780
1975,Hoshangabad,2392
1976,Hoshangabad,2701
1977,Hoshangabad,3686
1978,Hoshangabad,3996
1979,Hoshangabad,3300
1980,Hoshangabad,4553
1981,Hoshangabad,5797
1982,Hoshangabad,8126
1983,Hoshangabad,11090
1984,Hoshangabad,14012
1985,Hoshangabad,19119
1986,Hoshangabad,22794
1987,Hoshangabad,24097
1988,Hoshangabad,33280
1989,Hoshangabad,44951
1990,Hoshangabad,42397
1991,Hoshangabad,42605
1992,Hoshangabad,42450
1993,Hoshangabad,44563
1994,Hoshangabad,34697
1995,Hoshangabad,34697
1996,Hoshangabad,34697
1997,Hoshangabad,62893
1998,Hoshangabad,52184
1999,Hoshangabad,55182
2000,Hoshangabad,50392
2001,Hoshangabad,60867
2002,Hoshangabad,59762
2003,Hoshangabad,68989
2004,Hoshangabad,76190
2005,Hoshangabad,75341
2006,Hoshangabad,83029
2007,Hoshangabad,96534
2008,Hoshangabad,107464
2009,Hoshangabad,125375
2010,Hoshangabad,133647
2011,Hoshangabad,136810
2012,Hoshangabad,131571
2013,Hoshangabad,119489
2014,Hoshangabad,123808
2015,Hoshangabad,132019
2016,Hoshangabad,129687
2017,Hoshangabad,143844
1966,Srikakulam,7072
1967,Srikakulam,4360
1968,Srikakulam,3549
1969,Srikakulam,5203
1970,Srikakulam,6686
1971,Srikakulam,5786
1972,Srikakulam,6731
1973,Srikakulam,8456
1974,Srikakulam,9545
1975,Srikakulam,10068
1976,Srikakulam,10225
1977,Srikakulam,12476
1978,Srikakulam,12550
1979,Srikakulam,14544
1980,Srikakulam,14913
1981,Srikakulam,20345
1982,Srikakulam,22309
1983,Srikakulam,21180
1984,Srikakulam,24109
1985,Srikakulam,28204
1986,Srikakulam,31397
1987,Srikakulam,23197
1988,Srikakulam,40280
1989,Srikakulam,41002
1990,Srikakulam,41683
1991,Srikakulam,48375
1992,Srikakulam,48941
