Year,State,District,RICE YIELD (Kg per ha),RICE IRRIGATED AREA (1000 ha),RABI SORGHUM YIELD (Kg per ha),RABI SORGHUM IRRIGATED AREA (1000 ha),SORGHUM YIELD (Kg per ha),SORGHUM IRRIGATED AREA (1000 ha),SUGARCANE YIELD (Kg per ha),SUGARCANE IRRIGATED AREA (1000 ha),COTTON YIELD (Kg per ha),COTTON IRRIGATED AREA (1000 ha),Zn %,Fe%,Cu %,Mn %,B %,S %
2010,Maharashtra,Jalgaon,0,0,1640.37,0,2098.89,0,7830.36,0,365.9,0,53.25,53.48,94.56,91.08,74.57,39.12
2011,Maharashtra,Jalgaon,1500,0,1463.9,0,2110.25,0,7321.43,0,322.4,0,53.25,53.48,94.56,91.08,74.57,39.12
2012,Maharashtra,Jalgaon,0,0,1100.39,0,1729.46,0,6900.91,0,259.59,0,53.25,53.48,94.56,91.08,74.57,39.12
2013,Maharashtra,Jalgaon,0,0,1568.09,0,2116.17,0,7548.72,0,484.47,0,53.25,53.48,94.56,91.08,74.57,39.12
2014,Maharashtra,Jalgaon,0,0,1393.85,0,1917.44,0,7007.59,0,293.48,0,53.25,53.48,94.56,91.08,74.57,39.12
2015,Maharashtra,Jalgaon,0,0,1126.62,0,1200.49,0,7766,0,236.27,0,53.25,53.48,94.56,91.08,74.57,39.12
2016,Maharashtra,Jalgaon,0,0,1577.71,0,2024.72,0,9231.69,0,522.04,0,53.25,53.48,94.56,91.08,74.57,39.12
2017,Maharashtra,Jalgaon,0,0,1717.51,0,1828.76,0,8500.54,0,292.21,0,53.25,53.48,94.56,91.08,74.57,39.12
1966,Maharashtra,Ahmednagar,454.55,1.5,447.75,67.1,448,67.1,7301.72,40.3,172.41,5.4,46.99,22.65,97.92,80.07,52.12,58.56
1967,Maharashtra,Ahmednagar,888.89,1.5,426.66,65.8,427.95,65.8,7037.25,40.4,135.14,5.4,46.99,22.65,97.92,80.07,52.12,58.56
1968,Maharashtra,Ahmednagar,886.08,1.8,335.07,60.8,336.27,60.8,6445.15,47.4,119.05,8.5,46.99,22.65,97.92,80.07,52.12,58.56
1969,Maharashtra,Ahmednagar,666.67,1.5,431.11,53.6,432.43,53.8,7988.46,52,91.63,6.2,46.99,22.65,97.92,80.07,52.12,58.56
1970,Maharashtra,Ahmednagar,788.73,1.8,185.91,56.4,188.13,56.5,7957.69,52,81.27,8.5,46.99,22.65,97.92,80.07,52.12,58.56
1971,Maharashtra,Ahmednagar,816.9,1,182.11,60.3,183.24,60.3,7111.79,49.2,232.56,6.3,46.99,22.65,97.92,80.07,52.12,58.56
1972,Maharashtra,Ahmednagar,172.41,1.1,87.37,44.5,87.43,46.7,6883.82,48.2,230.77,4.6,46.99,22.65,97.92,80.07,52.12,58.56
1973,Maharashtra,Ahmednagar,1155.17,1.6,408.84,57.2,409.41,59,7446,50,186.05,1.4,46.99,22.65,97.92,80.07,52.12,58.56
1974,Maharashtra,Ahmednagar,1428.57,2.2,403.47,60.8,406.43,62.3,8426.57,57.2,224.14,3.1,46.99,22.65,97.92,80.07,52.12,58.56
1975,Maharashtra,Ahmednagar,1855.42,3.1,351.85,61.3,426.15,71.7,8486.18,61.6,246.15,3.5,46.99,22.65,97.92,80.07,52.12,58.56
1976,Maharashtra,Ahmednagar,1615.38,3.6,449.01,71.6,548.08,82.7,8568.91,62.4,307.69,3.9,46.99,22.65,97.92,80.07,52.12,58.56
1977,Maharashtra,Ahmednagar,1845.36,4.4,526.56,71.8,604.32,109.1,8389.76,70.3,384.62,4.3,46.99,22.65,97.92,80.07,52.12,58.56
1978,Maharashtra,Ahmednagar,1568.18,2.7,338.2,74.4,410.3,101,8270.63,61.6,387.76,8.6,46.99,22.65,97.92,80.07,52.12,58.56
1979,Maharashtra,Ahmednagar,1074.07,2.1,459.94,75.9,487.47,92.3,8914.35,58.1,195.12,10.6,46.99,22.65,97.92,80.07,52.12,58.56
1980,Maharashtra,Ahmednagar,1878.05,2.4,472.08,80.2,519.93,95.5,9223.34,69,267.24,17.2,46.99,22.65,97.92,80.07,52.12,58.56
1981,Maharashtra,Ahmednagar,1250,2.2,291.77,80,325.96,93.7,10194.03,76.3,208.33,8.6,46.99,22.65,97.92,80.07,52.12,58.56
1982,Maharashtra,Ahmednagar,1492.75,1.8,361.89,81,376.27,90.4,10789.01,82.2,236.84,1.7,46.99,22.65,97.92,80.07,52.12,58.56
1983,Maharashtra,Ahmednagar,1735.29,1.4,417.76,80.5,447.19,93,10671.1,79.7,150,1.7,46.99,22.65,97.92,80.07,52.12,58.56
1984,Maharashtra,Ahmednagar,1406.25,1,626.18,80.6,638.44,94.9,10554.62,79.2,210.53,1.9,46.99,22.65,97.92,80.07,52.12,58.56
1985,Maharashtra,Ahmednagar,955.22,1,285.79,80.1,300,94.6,10153.66,79.2,272.73,1.8,46.99,22.65,97.92,80.07,52.12,58.56
1986,Maharashtra,Ahmednagar,1000,0.9,180.07,80.4,203.36,94.6,9220.16,78.1,100,1.9,46.99,22.65,97.92,80.07,52.12,58.56
1987,Maharashtra,Ahmednagar,1333.33,1.1,499.24,81.2,517.87,84.9,8731.83,47,250,0.4,46.99,22.65,97.92,80.07,52.12,58.56
1988,Maharashtra,Ahmednagar,1396.55,0.7,499.64,90.4,511.52,92.2,8896.17,47.4,117.65,0.4,46.99,22.65,97.92,80.07,52.12,58.56
1989,Maharashtra,Ahmednagar,1555.56,0.7,455.2,103.5,477.62,105.3,9757.24,65.7,250,1.2,46.99,22.65,97.92,80.07,52.12,58.56
1990,Maharashtra,Ahmednagar,946.67,0.8,505.05,96.4,525.72,99.4,9021.05,66.9,252.63,0.4,46.99,22.65,97.92,80.07,52.12,58.56
1991,Maharashtra,Ahmednagar,938.78,0.7,267.05,87.3,272.51,94.2,8124.08,71.5,136.36,0.2,46.99,22.65,97.92,80.07,52.12,58.56
1992,Maharashtra,Ahmednagar,1283.95,0.4,418.1,79.6,447.28,89.4,8131.09,76.4,271.43,0.3,46.99,22.65,97.92,80.07,52.12,58.56
1993,Maharashtra,Ahmednagar,842.11,0.4,442.19,73.9,455.22,74.4,7974.5,39.8,271.43,0.7,46.99,22.65,97.92,80.07,52.12,58.56
1994,Maharashtra,Ahmednagar,882.35,0.3,334.2,82.9,343.39,85.1,9046.83,80.2,286.67,0.9,46.99,22.65,97.92,80.07,52.12,58.56
1995,Maharashtra,Ahmednagar,1603.45,0.1,469.38,66.6,475.06,67.3,8358.96,81.5,328.12,1.8,46.99,22.65,97.92,80.07,52.12,58.56
1996,Maharashtra,Ahmednagar,1333.33,0,536.87,78,539.59,78.4,8088.1,72.1,386.49,1.7,46.99,22.65,97.92,80.07,52.12,58.56
1997,Maharashtra,Ahmednagar,1223.3,0.3,362.69,80.4,371.08,82.6,8701.89,46.8,312.2,3.5,46.99,22.65,97.92,80.07,52.12,58.56
1998,Maharashtra,Ahmednagar,1321.43,0.3,502.87,80.7,503.64,83,8778.19,75,279.34,3.5,46.99,22.65,97.92,80.07,52.12,58.56
1999,Maharashtra,Ahmednagar,1403.51,0.7,383.1,75,383.89,75.7,8953.04,81.1,256.46,4.2,46.99,22.65,97.92,80.07,52.12,58.56
2000,Maharashtra,Ahmednagar,690.91,0,310.01,72.6,310.88,72.9,7695.83,81.6,277.07,6.9,46.99,22.65,97.92,80.07,52.12,58.56
2001,Maharashtra,Ahmednagar,561.64,0,330.88,71.6,330.94,71.7,6915.96,64.9,210.37,4.1,46.99,22.65,97.92,80.07,52.12,58.56
2002,Maharashtra,Ahmednagar,229.73,0.8,237.02,69.8,237.17,69.9,6686.23,61.1,130.56,3.4,46.99,22.65,97.92,80.07,52.12,58.56
2003,Maharashtra,Ahmednagar,776.32,0,115.2,42.9,115.59,42.9,4765.38,0,170.19,3.3,46.99,22.65,97.92,80.07,52.12,58.56
2004,Maharashtra,Ahmednagar,725,0,474.41,58.4,474.51,58.4,5892.94,22.7,285.53,6,46.99,22.65,97.92,80.07,52.12,58.56
