Year,District,ANNUAL RAINFALL (Millimeters)
1996,Gwalior,1204.2
1997,Gwalior,882.3
1998,Gwalior,919.3
1999,Gwalior,879.2
2000,Gwalior,490
2001,Gwalior,935.4
2002,Gwalior,543.9
2003,Gwalior,769
2004,Gwalior,735.6
2005,Gwalior,718.3
2006,Gwalior,545.1
2007,Gwalior,540.5
2008,Gwalior,768.8
2009,Gwalior,479.7
2012,Gwalior,850.7
2013,Gwalior,1027.4
2014,Gwalior,712.4
2015,Gwalior,861.3
1966,Shivpuri,522.3
1967,Shivpuri,1013.7
1968,Shivpuri,888.5
1969,Shivpuri,968.5
1970,Shivpuri,804.1
1971,Shivpuri,1354.6
1972,Shivpuri,670.3
1973,Shivpuri,1118.4
1974,Shivpuri,917.7
1975,Shivpuri,1137.9
1976,Shivpuri,993.5
1977,Shivpuri,861.9
1978,Shivpuri,924.9
1979,Shivpuri,570.4
1980,Shivpuri,980.9
1981,Shivpuri,665.1
1982,Shivpuri,1190.3
1983,Shivpuri,1140.1
1984,Shivpuri,569
1985,Shivpuri,1138.2
1986,Shivpuri,740.7
1987,Shivpuri,777.4
1988,Shivpuri,813.1
1989,Shivpuri,328.7
1990,Shivpuri,905.6
1991,Shivpuri,866
1992,Shivpuri,806.3
1993,Shivpuri,778.4
1994,Shivpuri,811.8
1995,Shivpuri,897.3
1996,Shivpuri,1192.1
1997,Shivpuri,889.9
1998,Shivpuri,651.4
1999,Shivpuri,769.2
2000,Shivpuri,743.1
2001,Shivpuri,893.8
2002,Shivpuri,439.4
2003,Shivpuri,884.5
2004,Shivpuri,692.2
2005,Shivpuri,741.3
2006,Shivpuri,580.7
2007,Shivpuri,525
2008,Shivpuri,795.5
2009,Shivpuri,731.1
2012,Shivpuri,949.7
2013,Shivpuri,1331.7
2014,Shivpuri,817.2
2015,Shivpuri,769.4
1966,Guna,596.6
1967,Guna,1146.1
1968,Guna,775.2
1969,Guna,1170.7
1970,Guna,1171
1971,Guna,1562.7
1972,Guna,729.5
1973,Guna,1438.5
1974,Guna,788
1975,Guna,1093.8
1976,Guna,766.8
1977,Guna,1102.3
1978,Guna,988.4
1979,Guna,453.2
1980,Guna,1037.5
1981,Guna,826.8
1982,Guna,1588.5
1983,Guna,1134.8
1984,Guna,781.7
1985,Guna,1465
1986,Guna,701.8
1987,Guna,971.2
1988,Guna,814.8
1989,Guna,708.4
1990,Guna,1101.7
1991,Guna,782.2
1992,Guna,679.4
1993,Guna,1042.8
1994,Guna,1241.3
1995,Guna,1123.1
1996,Guna,1900
1997,Guna,1118
1998,Guna,678.9
1999,Guna,946.1
2000,Guna,985.9
2001,Guna,979.8
2002,Guna,563
2003,Guna,923.6
2004,Guna,791.9
2005,Guna,911.1
2006,Guna,993.9
2007,Guna,765.8
2008,Guna,980.6
2009,Guna,616.6
2012,Guna,759.5
2013,Guna,1678.5
2014,Guna,927.4
2015,Guna,1201.7
1966,Datia,479.5
1967,Datia,1102.9
1968,Datia,847.3
1971,Datia,1317.6
1972,Datia,864.7
1973,Datia,595
1974,Datia,719
1975,Datia,907.6
1976,Datia,900.4
1977,Datia,694.5
1978,Datia,933.6
1979,Datia,531.5
1980,Datia,989.5
1981,Datia,432.5
1982,Datia,1057.6
1983,Datia,-1
1984,Datia,686.5
1985,Datia,1270.6
1986,Datia,734.6
1987,Datia,562
1988,Datia,1038.9
1989,Datia,521.3
1990,Datia,1118.3
1991,Datia,816.5
1992,Datia,773.6
1993,Datia,747.2
1994,Datia,610.5
1995,Datia,781.6
1996,Datia,1426
1997,Datia,708.5
1998,Datia,877.8
1999,Datia,1030.9
2000,Datia,652.4
2001,Datia,971.2
2002,Datia,592
2003,Datia,1076.7
2004,Datia,567.7
2005,Datia,483.2
2006,Datia,436
2007,Datia,568.4
2008,Datia,1044
2009,Datia,642.1
2012,Datia,904.5
2013,Datia,1166
2014,Datia,724.3
2015,Datia,679.6
1966,Morena,577.5
1967,Morena,1022
1968,Morena,641.7
1969,Morena,690.2
1970,Morena,638.2
1973,Morena,580
1974,Morena,718
1975,Morena,1086
1976,Morena,720
1977,Morena,779.1
1978,Morena,791
1979,Morena,733
1980,Morena,515.9
1981,Morena,640.5
1982,Morena,824.2
1983,Morena,983
1984,Morena,573.8
1985,Morena,874.7
1986,Morena,662.3
1987,Morena,412.5
1988,Morena,786.8
1989,Morena,-1
1990,Morena,847.9
1991,Morena,642.2
1992,Morena,895.8
1993,Morena,713
1994,Morena,656
1995,Morena,966
1996,Morena,1109.7
1997,Morena,713.3
1998,Morena,682.4
1999,Morena,854.6
2000,Morena,377.1
2001,Morena,660.4
2002,Morena,419.3
2003,Morena,644.9
2004,Morena,547.6
2005,Morena,687.3
2006,Morena,389.2
2007,Morena,431.4
2008,Morena,777.7
2009,Morena,634.4
2012,Morena,838.9
2013,Morena,1054.5
2014,Morena,493.5
2015,Morena,567.9
1966,Bhind,562
1967,Bhind,1054.4
1968,Bhind,722.3
1969,Bhind,771
1970,Bhind,686.6
1971,Bhind,921.6
1972,Bhind,457.6
1973,Bhind,726.7
1974,Bhind,789.2
1975,Bhind,704.2
1976,Bhind,944.7
1977,Bhind,878.6
1978,Bhind,546.7
1979,Bhind,511.1
1980,Bhind,906.2
1981,Bhind,456.5
1982,Bhind,549.1
1983,Bhind,960.3
1984,Bhind,362.9
1985,Bhind,667.2
1986,Bhind,415.3
1987,Bhind,325.4
1988,Bhind,846.5
1989,Bhind,-1
1990,Bhind,748.6
1991,Bhind,503.4
1992,Bhind,724.3
1993,Bhind,714.4
1994,Bhind,797.6
1995,Bhind,828.4
1996,Bhind,1083.1
1997,Bhind,892.9
1998,Bhind,937.6
1999,Bhind,875.8
2000,Bhind,461.1
2001,Bhind,831.1
2002,Bhind,462.6
2003,Bhind,771.5
2004,Bhind,485.7
2005,Bhind,452.7
2006,Bhind,401.9
2007,Bhind,478.6
2008,Bhind,973.5
2009,Bhind,508.1
2012,Bhind,730.1
2013,Bhind,1103
2014,Bhind,510.6
2015,Bhind,545
1966,Indore,662.3
1967,Indore,871.1
1968,Indore,784.7
1969,Indore,1066.4
1970,Indore,982.4
1971,Indore,1051.7
1972,Indore,631.3
1973,Indore,1942.2
1974,Indore,834.9
1975,Indore,975.5
1976,Indore,1176.8
1977,Indore,1024.9
1978,Indore,909.1
1979,Indore,877.4
1980,Indore,920
1981,Indore,941.9
1982,Indore,537.9
1983,Indore,999.7
1984,Indore,810.5
1985,Indore,749.6
1986,Indore,777.3
1987,Indore,684.5
1988,Indore,951.3
1989,Indore,643.8
1990,Indore,1000.4
1991,Indore,670.3
1992,Indore,522.6
1993,Indore,906
1994,Indore,1131.1
1995,Indore,921.3
1996,Indore,1198.6
1997,Indore,1181.7
1998,Indore,926.7
1999,Indore,912.9
2000,Indore,621.9
2001,Indore,716.1
2002,Indore,688
2003,Indore,1115.2
2004,Indore,766.6
2005,Indore,723.1
2006,Indore,1234.2
2007,Indore,960.5
2008,Indore,670.6
2009,Indore,832.2
2012,Indore,1016
2013,Indore,1619.1
2014,Indore,811.2
2015,Indore,1329.4
1966,Ratlam,564.5
1967,Ratlam,791.5
1968,Ratlam,809.5
1969,Ratlam,1148.9
1970,Ratlam,960.5
1971,Ratlam,1190.1
1972,Ratlam,689.6
1973,Ratlam,1689
1974,Ratlam,974.1
1975,Ratlam,968.9
1976,Ratlam,1403.2
1977,Ratlam,1018.9
1978,Ratlam,1198.3
1979,Ratlam,778.1
1980,Ratlam,1031.8
1981,Ratlam,1063.1
1982,Ratlam,820.6
1983,Ratlam,814.9
1984,Ratlam,1169.8
1985,Ratlam,675.6
1986,Ratlam,1051.1
1987,Ratlam,824.2
1988,Ratlam,957.3
1989,Ratlam,580
1990,Ratlam,1358.8
1991,Ratlam,783.5
1992,Ratlam,745.9
1993,Ratlam,1026.8
1994,Ratlam,1387.6
1995,Ratlam,933.2
1996,Ratlam,1274.7
1997,Ratlam,1024.8
1998,Ratlam,1185.4
1999,Ratlam,680.3
2000,Ratlam,453.3
2001,Ratlam,556
2002,Ratlam,533.4
2003,Ratlam,973.1
2004,Ratlam,878.8
2005,Ratlam,774.8
2006,Ratlam,1634.3
2007,Ratlam,1228.9
2008,Ratlam,652.1
2009,Ratlam,728.2
2012,Ratlam,1018.4
2013,Ratlam,1353
2014,Ratlam,614.3
2015,Ratlam,1236.2
1966,Ujjain,640.3
1967,Ujjain,700.7
1968,Ujjain,786.2
1969,Ujjain,1119.3
1970,Ujjain,917.1
1971,Ujjain,1057.4
1972,Ujjain,549.3
1973,Ujjain,1736.2
1974,Ujjain,892
1975,Ujjain,1059.8
1976,Ujjain,1337.8
1977,Ujjain,1107.7
1978,Ujjain,966.2
1979,Ujjain,696.2
1980,Ujjain,734.8
1981,Ujjain,894.4
1982,Ujjain,688.8
1983,Ujjain,750.2
1984,Ujjain,870.7
1985,Ujjain,530.9
1986,Ujjain,1100.3
1987,Ujjain,857.7
1988,Ujjain,881.9
1989,Ujjain,686.8
1990,Ujjain,1130.6
1991,Ujjain,809.6
1992,Ujjain,680.3
1993,Ujjain,1068.4
1994,Ujjain,1140.9
1995,Ujjain,1004.2
1996,Ujjain,1435.8
1997,Ujjain,1104
1998,Ujjain,1018.5
1999,Ujjain,1080.1
2000,Ujjain,478.9
2001,Ujjain,609.4
2002,Ujjain,680.8
2003,Ujjain,929.4
2004,Ujjain,898.8
2005,Ujjain,669.4
2006,Ujjain,1768.4
2007,Ujjain,1125.2
2008,Ujjain,639.6
2009,Ujjain,737.4
2012,Ujjain,994.8
2013,Ujjain,1272.9
2014,Ujjain,648.9
2015,Ujjain,1521.2
1966,Mandsaur,535.9
1967,Mandsaur,816.2
1968,Mandsaur,744.1
1969,Mandsaur,1194.5
1973,Mandsaur,1424.4
1974,Mandsaur,941.4
1975,Mandsaur,806.5
1976,Mandsaur,1174
1977,Mandsaur,851.2
1978,Mandsaur,859.5
1979,Mandsaur,459.9
1980,Mandsaur,723.8
1981,Mandsaur,648.3
1982,Mandsaur,759.2
1983,Mandsaur,858.7
1984,Mandsaur,877
1985,Mandsaur,924.1
1986,Mandsaur,1082.9
1987,Mandsaur,828.9
1988,Mandsaur,887.4
1989,Mandsaur,-1
1990,Mandsaur,964.1
1991,Mandsaur,880.2
1992,Mandsaur,772.7
1993,Mandsaur,793.2
1994,Mandsaur,1009.9
1995,Mandsaur,797.5
1996,Mandsaur,1485.5
1997,Mandsaur,978.4
1998,Mandsaur,737
1999,Mandsaur,876.4
2000,Mandsaur,484.7
2001,Mandsaur,743.1
2002,Mandsaur,556.1
2003,Mandsaur,721.2
2004,Mandsaur,1090.5
2005,Mandsaur,744.6
2006,Mandsaur,1443.3
2007,Mandsaur,817.7
2008,Mandsaur,708.2
2009,Mandsaur,703.7
2012,Mandsaur,904.4
2013,Mandsaur,1110.6
2014,Mandsaur,802.3
2015,Mandsaur,900.7
1966,Dewas,797.5
1967,Dewas,1062.2
1968,Dewas,899.5
1969,Dewas,1138.1
1970,Dewas,1200.2
1971,Dewas,1222.3
1972,Dewas,892.6
1973,Dewas,1703.1
1974,Dewas,779.2
1975,Dewas,1110.8
1976,Dewas,1099.2
1977,Dewas,1103
1978,Dewas,897.4
1979,Dewas,923.2
1980,Dewas,889.8
1981,Dewas,977.7
1982,Dewas,816.9
1983,Dewas,1023.7
1984,Dewas,1050.7
1985,Dewas,620.7
1986,Dewas,1054.5
1987,Dewas,734.3
1988,Dewas,1018
1989,Dewas,-1
1990,Dewas,1159.9
1991,Dewas,950.1
1992,Dewas,606.6
1993,Dewas,1110.6
1994,Dewas,1167.9
1995,Dewas,818.6
1996,Dewas,1339.9
1997,Dewas,1124.7
1998,Dewas,885.7
1999,Dewas,1047.5
2000,Dewas,513.5
2001,Dewas,795.2
2002,Dewas,792.3
2003,Dewas,1170.6
2004,Dewas,854.5
2005,Dewas,609.6
2006,Dewas,1276.5
2007,Dewas,1013.3
2008,Dewas,404.6
2009,Dewas,759.9
2012,Dewas,1202.5
2013,Dewas,1413.3
2014,Dewas,684.9
2015,Dewas,1257.9
1966,Dhar,582.8
1967,Dhar,689.9
1968,Dhar,842.1
1969,Dhar,1068.2
1970,Dhar,1172.3
1971,Dhar,1025.5
1972,Dhar,567.6
1973,Dhar,1441.3
1974,Dhar,664.7
1975,Dhar,722.6
1976,Dhar,1237.8
1977,Dhar,986.1
1978,Dhar,987.2
1979,Dhar,842
1980,Dhar,833.3
1981,Dhar,1197.4
1982,Dhar,658.9
1983,Dhar,991.4
1984,Dhar,865.8
1985,Dhar,520.3
1986,Dhar,686.8
1987,Dhar,584.2
1988,Dhar,981.3
1989,Dhar,-1
1990,Dhar,983.7
1991,Dhar,624.3
1992,Dhar,602.6
1993,Dhar,870
1994,Dhar,1235.1
1995,Dhar,776.5
1996,Dhar,1225.4
1997,Dhar,840.7
1998,Dhar,916.5
1999,Dhar,722.2
2000,Dhar,460.7
2001,Dhar,547.5
2002,Dhar,651.2
2003,Dhar,928.6
2004,Dhar,721.3
2005,Dhar,559.9
2006,Dhar,1083.4
2007,Dhar,1161
2008,Dhar,687.3
2009,Dhar,663.7
2012,Dhar,759.4
2013,Dhar,1296.7
2014,Dhar,736.2
2015,Dhar,1021.6
1966,Jhabua,-1
1967,Jhabua,938.9
1968,Jhabua,602.9
1969,Jhabua,745.4
1970,Jhabua,979.2
1971,Jhabua,994.5
1972,Jhabua,610.7
1973,Jhabua,1435.9
1974,Jhabua,574.3
1975,Jhabua,648.3
1976,Jhabua,1359.9
1977,Jhabua,1168.6
1978,Jhabua,1059.7
1979,Jhabua,719.2
1980,Jhabua,787.2
1981,Jhabua,1071.4
1982,Jhabua,837.8
1983,Jhabua,1436.9
1984,Jhabua,754.3
1985,Jhabua,307.2
1986,Jhabua,503
1987,Jhabua,814.8
1988,Jhabua,1006.5
1989,Jhabua,-1
1990,Jhabua,1112.4
1991,Jhabua,564.7
1992,Jhabua,682.7
1993,Jhabua,1029.7
1994,Jhabua,1199.1
1995,Jhabua,612.2
1996,Jhabua,1261.5
1997,Jhabua,1067.7
1998,Jhabua,799
1999,Jhabua,450
2000,Jhabua,481.5
2001,Jhabua,520.6
2002,Jhabua,603.7
2003,Jhabua,1068.7
2004,Jhabua,1097.4
2005,Jhabua,659.3
2006,Jhabua,1494.1
2007,Jhabua,1188.6
2008,Jhabua,632.2
2009,Jhabua,603.2
2012,Jhabua,1014
2013,Jhabua,1292.9
2014,Jhabua,793.2
2015,Jhabua,776.1
1966,Khargone / West Nimar,724.8
1967,Khargone / West Nimar,806.5
1968,Khargone / West Nimar,772.6
1969,Khargone / West Nimar,983.1
1970,Khargone / West Nimar,1145.2
1971,Khargone / West Nimar,723.3
1972,Khargone / West Nimar,845.4
1973,Khargone / West Nimar,1417.3
1974,Khargone / West Nimar,758
1975,Khargone / West Nimar,1113.8
1976,Khargone / West Nimar,942.1
1977,Khargone / West Nimar,737.4
1978,Khargone / West Nimar,981.8
1979,Khargone / West Nimar,1084.6
1980,Khargone / West Nimar,982.5
1981,Khargone / West Nimar,960.7
1982,Khargone / West Nimar,734.7
1983,Khargone / West Nimar,825.8
1984,Khargone / West Nimar,946.2
1985,Khargone / West Nimar,673.3
1986,Khargone / West Nimar,748.7
1987,Khargone / West Nimar,554.3
1988,Khargone / West Nimar,979.6
1989,Khargone / West Nimar,625
1990,Khargone / West Nimar,1056
1991,Khargone / West Nimar,861.2
1992,Khargone / West Nimar,630.9
1993,Khargone / West Nimar,832.7
1994,Khargone / West Nimar,1045.2
1995,Khargone / West Nimar,688
1996,Khargone / West Nimar,1005.5
1997,Khargone / West Nimar,939.7
1998,Khargone / West Nimar,1092.1
1999,Khargone / West Nimar,804.7
2000,Khargone / West Nimar,537.6
2001,Khargone / West Nimar,712
2002,Khargone / West Nimar,776.4
2003,Khargone / West Nimar,919.7
2004,Khargone / West Nimar,759.5
2005,Khargone / West Nimar,530.8
2006,Khargone / West Nimar,1039.9
2007,Khargone / West Nimar,995.5
2008,Khargone / West Nimar,472.9
2009,Khargone / West Nimar,652.9
2012,Khargone / West Nimar,739
2013,Khargone / West Nimar,1033
2014,Khargone / West Nimar,857.4
2015,Khargone / West Nimar,800.7
1966,Khandwa / East Nimar,659.2
1967,Khandwa / East Nimar,757.8
1968,Khandwa / East Nimar,680.3
1969,Khandwa / East Nimar,916.3
1970,Khandwa / East Nimar,1184.1
1971,Khandwa / East Nimar,680.9
1972,Khandwa / East Nimar,535.5
1973,Khandwa / East Nimar,1222.9
1974,Khandwa / East Nimar,717.7
1975,Khandwa / East Nimar,939.1
1976,Khandwa / East Nimar,999.5
1977,Khandwa / East Nimar,664.6
1978,Khandwa / East Nimar,830.7
1979,Khandwa / East Nimar,794.8
1980,Khandwa / East Nimar,691.8
1981,Khandwa / East Nimar,1022.1
1982,Khandwa / East Nimar,560.7
1983,Khandwa / East Nimar,789
1984,Khandwa / East Nimar,621.5
1985,Khandwa / East Nimar,528.6
1986,Khandwa / East Nimar,714.8
1987,Khandwa / East Nimar,546.9
1988,Khandwa / East Nimar,1065.3
1989,Khandwa / East Nimar,792.9
1990,Khandwa / East Nimar,1056.7
1991,Khandwa / East Nimar,557.5
1992,Khandwa / East Nimar,563.6
1993,Khandwa / East Nimar,1062.8
1994,Khandwa / East Nimar,1184.2
1995,Khandwa / East Nimar,1016.5
1996,Khandwa / East Nimar,1130.3
1997,Khandwa / East Nimar,965.7
1998,Khandwa / East Nimar,994.7
1999,Khandwa / East Nimar,885.6
2000,Khandwa / East Nimar,539.4
2001,Khandwa / East Nimar,563.8
2002,Khandwa / East Nimar,767
2003,Khandwa / East Nimar,798.6
2004,Khandwa / East Nimar,751.9
2005,Khandwa / East Nimar,677.2
2006,Khandwa / East Nimar,779.9
2007,Khandwa / East Nimar,1014.9
2008,Khandwa / East Nimar,683.1
2009,Khandwa / East Nimar,490.6
2012,Khandwa / East Nimar,1159.5
2013,Khandwa / East Nimar,1456.4
2014,Khandwa / East Nimar,1275.7
2015,Khandwa / East Nimar,1103.8
1966,Sehore,760.2
1967,Sehore,1028.3
1968,Sehore,1013.3
1969,Sehore,1297.6
1970,Sehore,1298.3
1971,Sehore,1051.5
1972,Sehore,1175
1973,Sehore,1805.9
1974,Sehore,1195.3
1975,Sehore,1504.1
1976,Sehore,1342.8
1977,Sehore,1236.4
1978,Sehore,1251.6
1979,Sehore,1014
1980,Sehore,1022.1
1981,Sehore,980.5
1982,Sehore,1143.6
1983,Sehore,1399.8
1984,Sehore,1256
1985,Sehore,1175.1
1986,Sehore,1633.3
1987,Sehore,864.5
1988,Sehore,1128.5
1989,Sehore,-1
1990,Sehore,1301.3
1991,Sehore,888.1
1992,Sehore,674.6
1993,Sehore,1298.4
1994,Sehore,1568.1
1995,Sehore,923
1996,Sehore,1485.1
1997,Sehore,1189.8
1998,Sehore,947.6
1999,Sehore,1474.6
2000,Sehore,591.9
2001,Sehore,901.6
2002,Sehore,1063.4
2003,Sehore,1202.5
2004,Sehore,1183.9
2005,Sehore,826.7
2006,Sehore,1632.8
2007,Sehore,893
2008,Sehore,679.5
2009,Sehore,862.5
2012,Sehore,1315
2013,Sehore,1480.8
2014,Sehore,941.7
2015,Sehore,1182.5
1966,Raisen,804.6
1967,Raisen,1362.9
1968,Raisen,962.8
1969,Raisen,1466.9
1971,Raisen,1253.7
1972,Raisen,1091.5
1973,Raisen,1681.2
1974,Raisen,1181.5
1975,Raisen,1215
1976,Raisen,901
1977,Raisen,1559.4
1978,Raisen,1041.7
1979,Raisen,729.8
1980,Raisen,1135.2
1981,Raisen,960.4
1982,Raisen,1357.7
1983,Raisen,1393.2
1984,Raisen,1161.1
1985,Raisen,1360.7
1986,Raisen,1328.6
1987,Raisen,941.2
1988,Raisen,886.8
1989,Raisen,918.7
1990,Raisen,1372.3
1991,Raisen,1061.2
1992,Raisen,955.4
1993,Raisen,1349
1994,Raisen,1572.2
1995,Raisen,998.5
1996,Raisen,1330.5
1997,Raisen,1312.7
1998,Raisen,1192.7
1999,Raisen,2014.1
2000,Raisen,932
2001,Raisen,1116.3
2002,Raisen,970.1
2003,Raisen,1259.1
2004,Raisen,916.9
2005,Raisen,1238
2006,Raisen,1142.9
2007,Raisen,807.9
2008,Raisen,925.3
2009,Raisen,984.5
2012,Raisen,1053.1
2013,Raisen,1601.4
2014,Raisen,1036.8
2015,Raisen,1206
1966,Vidisha,815
1967,Vidisha,1112.2
1968,Vidisha,845.2
1969,Vidisha,1614.8
1970,Vidisha,1283.3
1971,Vidisha,1301.7
1972,Vidisha,814.6
1973,Vidisha,1502.7
1974,Vidisha,939.2
1975,Vidisha,1363.8
1976,Vidisha,822
1977,Vidisha,1443.7
1978,Vidisha,1116.9
1979,Vidisha,739.9
1980,Vidisha,953.8
1981,Vidisha,821.9
1982,Vidisha,1370.8
1983,Vidisha,1431.2
1984,Vidisha,721.1
1985,Vidisha,-1
1986,Vidisha,922.6
1987,Vidisha,1424.3
1988,Vidisha,954.5
1989,Vidisha,-1
1990,Vidisha,1040.1
1991,Vidisha,838
1992,Vidisha,946.9
1993,Vidisha,1332.5
1994,Vidisha,1378.8
1995,Vidisha,1093.8
1996,Vidisha,1796.7
1997,Vidisha,1234.2
1998,Vidisha,958.5
1999,Vidisha,1566.9
2000,Vidisha,1130.4
2001,Vidisha,1028.3
2002,Vidisha,855.7
2003,Vidisha,1144.8
2004,Vidisha,935.6
2005,Vidisha,1059.3
2006,Vidisha,1296.3
2007,Vidisha,782.1
2008,Vidisha,1169.1
2009,Vidisha,774.1
2012,Vidisha,955.2
2013,Vidisha,1614.7
2014,Vidisha,1020.6
2015,Vidisha,1015.4
1966,Betul,691.5
1967,Betul,789.7
1968,Betul,864.8
1969,Betul,1047
1970,Betul,1351
1971,Betul,1166
1972,Betul,1066.7
1973,Betul,1469.9
1974,Betul,876.3
1975,Betul,1394.1
1976,Betul,971.3
1977,Betul,1197.3
1978,Betul,1080.3
1979,Betul,1213
1980,Betul,799.1
1981,Betul,973.9
1982,Betul,983.8
1983,Betul,1100.3
1984,Betul,1325.2
1985,Betul,712.2
1986,Betul,1244.7
1987,Betul,734.1
1988,Betul,1234.1
1989,Betul,909.1
1990,Betul,1379.6
1991,Betul,799.2
1992,Betul,783.7
1993,Betul,1349.9
1994,Betul,1651.3
1995,Betul,900.9
1996,Betul,1052.5
1997,Betul,1242.1
1998,Betul,1230.8
1999,Betul,1338.6
2000,Betul,514
2001,Betul,888.8
2002,Betul,983.8
2003,Betul,1006.9
2004,Betul,797.9
2005,Betul,935.1
2006,Betul,1138.8
2007,Betul,1301
2008,Betul,750.6
2009,Betul,922.8
2012,Betul,1565.4
2013,Betul,1684
2014,Betul,1061.5
2015,Betul,1240
1966,Rajgarh,666.3
1967,Rajgarh,936.9
1968,Rajgarh,830.7
1969,Rajgarh,1194.8
1970,Rajgarh,1177.6
1971,Rajgarh,1470.9
1972,Rajgarh,716
1973,Rajgarh,1700.2
1974,Rajgarh,872.3
1975,Rajgarh,1004.2
1976,Rajgarh,841.1
1977,Rajgarh,917.5
1978,Rajgarh,937.8
1979,Rajgarh,637.1
1980,Rajgarh,769.9
1981,Rajgarh,711.4
1982,Rajgarh,1181.4
1983,Rajgarh,1050.2
1984,Rajgarh,906.5
1985,Rajgarh,1382.5
1986,Rajgarh,1030.3
1987,Rajgarh,1057.9
1988,Rajgarh,865.8
1989,Rajgarh,685.1
1990,Rajgarh,1151.8
1991,Rajgarh,843
1992,Rajgarh,804.9
1993,Rajgarh,1201.9
1994,Rajgarh,1124.3
1995,Rajgarh,800.5
1996,Rajgarh,1984.7
1997,Rajgarh,1022
1998,Rajgarh,669.4
1999,Rajgarh,888.6
2000,Rajgarh,690.5
2001,Rajgarh,810.5
2002,Rajgarh,524.3
2003,Rajgarh,770
2004,Rajgarh,1014.9
2005,Rajgarh,717.3
2006,Rajgarh,1207.2
2007,Rajgarh,842.3
2008,Rajgarh,743.7
2009,Rajgarh,715.8
2012,Rajgarh,988.9
2013,Rajgarh,1576
2014,Rajgarh,1017.5
2015,Rajgarh,1565.3
1966,Shajapur,754.3
1967,Shajapur,749.9
1968,Shajapur,782.8
1969,Shajapur,1190.7
1970,Shajapur,790.9
1971,Shajapur,945.6
1972,Shajapur,597.9
1973,Shajapur,1701.3
1974,Shajapur,972.7
1975,Shajapur,986.7
1976,Shajapur,1265.6
1977,Shajapur,768.6
1978,Shajapur,980.8
1979,Shajapur,824.5
1980,Shajapur,735.2
1981,Shajapur,867.8
1982,Shajapur,937.7
1983,Shajapur,937.4
1984,Shajapur,1020.1
1985,Shajapur,1302.5
1986,Shajapur,1408.9
1987,Shajapur,908.2
1988,Shajapur,985.3
1989,Shajapur,-1
1990,Shajapur,1228
1991,Shajapur,858
1992,Shajapur,607.5
1993,Shajapur,1008.7
1994,Shajapur,997.8
1995,Shajapur,794.4
1996,Shajapur,1605.2
1997,Shajapur,1069.7
1998,Shajapur,1082.6
1999,Shajapur,979.3
2000,Shajapur,584.3
2001,Shajapur,652.3
2002,Shajapur,632.8
2003,Shajapur,833
2004,Shajapur,828
2005,Shajapur,642.5
2006,Shajapur,1628.3
2007,Shajapur,1060.9
2008,Shajapur,692.7
2009,Shajapur,700.9
2012,Shajapur,898.9
2013,Shajapur,1371.3
2014,Shajapur,753.6
2015,Shajapur,1578.5
1966,Hoshangabad,1030.2
1967,Hoshangabad,1523.1
1968,Hoshangabad,1443.4
1969,Hoshangabad,1854.6
1970,Hoshangabad,1875.7
1971,Hoshangabad,1648
1972,Hoshangabad,1395
1973,Hoshangabad,2097.1
1974,Hoshangabad,1315.7
1975,Hoshangabad,1427.3
1976,Hoshangabad,1234.8
1977,Hoshangabad,1530
1978,Hoshangabad,1663
1979,Hoshangabad,937.4
1980,Hoshangabad,1177.8
1981,Hoshangabad,1288.9
1982,Hoshangabad,1182.8
1983,Hoshangabad,1289
1984,Hoshangabad,1307.1
1985,Hoshangabad,970.4
1986,Hoshangabad,1426.1
1987,Hoshangabad,1053.6
1988,Hoshangabad,1135.5
1989,Hoshangabad,1103.3
1990,Hoshangabad,1645.8
1991,Hoshangabad,824.7
1992,Hoshangabad,1006.4
1993,Hoshangabad,1560.7
1994,Hoshangabad,1698.3
1995,Hoshangabad,1065.4
1996,Hoshangabad,1195.3
1997,Hoshangabad,1285
1998,Hoshangabad,856.9
1999,Hoshangabad,1772
2000,Hoshangabad,787.2
2001,Hoshangabad,858.7
2002,Hoshangabad,1127.7
2003,Hoshangabad,1164.9
2004,Hoshangabad,1276.7
2005,Hoshangabad,1386.4
2006,Hoshangabad,1901.8
2007,Hoshangabad,1092.8
2008,Hoshangabad,823.8
2009,Hoshangabad,1467.1
2012,Hoshangabad,1732.3
2013,Hoshangabad,2102.8
2014,Hoshangabad,1143.8
2015,Hoshangabad,1342.3
1966,Srikakulam,1110.4
1967,Srikakulam,913.7
1968,Srikakulam,1200.2
1969,Srikakulam,1092.9
1970,Srikakulam,1158.9
1971,Srikakulam,1135
1972,Srikakulam,1120.7
1973,Srikakulam,911.8
1974,Srikakulam,1031.1
1975,Srikakulam,1220.4
1976,Srikakulam,1095.2
1977,Srikakulam,1086.8
1978,Srikakulam,1006.3
1979,Srikakulam,1095.7
1980,Srikakulam,1344.3
1981,Srikakulam,1204.1
1982,Srikakulam,1027.2
1983,Srikakulam,1085.5
1984,Srikakulam,873.1
1985,Srikakulam,1147.7
1986,Srikakulam,1541.9
1987,Srikakulam,1123.7
1988,Srikakulam,1127.1
1989,Srikakulam,1080.5
1990,Srikakulam,1688.8
1991,Srikakulam,1160
1992,Srikakulam,1193
1993,Srikakulam,853
1994,Srikakulam,976
1995,Srikakulam,1756
1996,Srikakulam,824
1997,Srikakulam,960
1998,Srikakulam,1262
1999,Srikakulam,986
2000,Srikakulam,982
2001,Srikakulam,1053
2002,Srikakulam,799
